word	Part.of.Speech	Freq.Norm
tüylü	adj	0.06
tüyo	noun	4.9
tüysüz	adj	0.269
tüze	noun	0.313
tüzeer	noun	0.005
tüzel	adj	32.961
tüzemen	noun	0.62
tüzenur	noun	0.003
tüzmen	noun	38.625
tüzük	noun	43.15
tüzün	noun	5.934
tüzünalp	noun	0.011
tüzüner	noun	0.705
tüzünkan	noun	0.005
tüzüntürk	noun	0.046
tv	noun	166.661
tvist	noun	0.003
tyson	noun	1.864
tzob	noun	1.692
ubeyde	noun	0.275
ubeydullah	noun	0.378
ubeyt	noun	0.035
ubudiyet	noun	0.098
uca	noun	3.929
ucaer	noun	0.008
ucatekin	noun	0.008
uche	noun	3.202
ucube	noun	1.649
ucubik	adj	0.033
ucuz	adj	100.74
ucuzca	adv	0.082
ucuzcu	adj	0.4
ucuzculuk	noun	0.005
ucuzla	verb	9.762
ucuzluk	noun	0.21
ucuzuna	adv	0.06
uç	verb	125.138
uça	noun	0.286
uçak	noun	298.422
uçaksavar	noun	2.397
uçan	noun	3.358
uçanay	noun	0.06
uçanok	noun	0.008
uçantekin	noun	0.005
uçantürk	noun	0.011
uçar	adj	13.052
uçarer	noun	0.155
uçarı	adj	0.879
uçarılık	noun	0.011
uçarlı	noun	0.003
uçay	noun	0.005
uçbay	noun	0.005
uçbeyi	noun	0.063
uçhan	noun	0.019
uçkan	noun	0.773
uçkun	noun	0.19
uçkur	noun	0.691
uçkurluk	noun	0.003
uçlan	verb	0.046
uçlu	adj	0.019
uçma	noun	0.729
uçmak	noun	1.521
uçman	noun	0.182
uçsuz	adj	0.003
uçtuuçtu	noun	0.008
uçucu	noun	4.245
uçuculuk	noun	0.003
uçuk	adj	5.123
uçukla	verb	1.32
uçukluk	noun	0.024
uçun	noun	0.656
uçur	verb	21.293
uçurum	noun	22.921
uçuş	verb	8.358
udi	noun	1.099
uefa	noun	87.889
uf	ınterj	0.604
ufacık	adj	5.061
ufak	adj	70.704
ufakça	adj	0.003
ufaklı	adj	0.005
ufaklık	noun	0.484
ufal	verb	1.091
ufala	verb	1.984
ufalayıcı	adj	0.003
ufarak	adj	0.052
ufki	noun	0.09
ufla	verb	0.038
ufo	noun	2.949
ufuk	noun	57.002
ufuktan	noun	0.136
uful	noun	0.016
ufunet	noun	0.09
ugan	noun	0.155
uganda	noun	2.413
ugandalı	noun	0.024
uguz	noun	0.014
uğan	noun	0.008
uğra	verb	222.409
uğrak	noun	3.896
uğrala	verb	0.003
uğraş	verb	109.341
uğraşı	noun	4.432
uğru	noun	0.139
uğrula	verb	0.003
uğrun	adv	0.101
uğulda	verb	0.653
uğultu	noun	2.925
uğultulu	adj	0.016
uğun	verb	0.041
uğur	noun	84.97
uğur	noun	24.67
uğur	noun	37.425
uğural	noun	0.346
uğuralp	noun	0.014
uğurata	noun	0.046
uğuray	noun	0.027
uğurcan	noun	0.465
uğurel	noun	0.122
uğurhan	noun	0.177
uğurla	verb	18.154
uğurlanış	noun	0.044
uğurlayıcı	noun	0.008
uğurlayış	noun	0.003
uğurlu	noun	1.54
uğurlubay	noun	0.003
uğurlubey	noun	0.003
uğurol	noun	0.019
uğursa	verb	0.003
uğursal	noun	0.022
uğursan	noun	0.003
uğursay	noun	0.161
uğursel	noun	0.003
uğursoy	noun	0.005
uğursuz	adj	0.024
uğursuzluk	noun	0.003
uğurtan	noun	0.185
uğurtay	noun	0.027
uğuş	noun	0.019
uğut	noun	0.024
uğuz	noun	1.034
uhde	noun	1.722
uhf	noun	0.359
uhrevi	adj	0.743
uhuvvet	noun	0.101
uk	noun	2.166
ukala	adj	3.768
ukalaca	adv	0.207
ukalalık	noun	0.141
ukde	noun	0.838
uknum	noun	0.008
ukrayna	noun	54.937
ukraynalı	noun	0.794
ukubet	adj	0.005
ukuş	noun	0.011
ula	noun	2.653
ulaç	noun	0.15
ulaçhan	noun	0.003
ulah	noun	0.054
ulak	noun	0.463
ulam	noun	0.076
ulama	adj	0.049
ulan	ınterj	5.942
ular	noun	0.016
ulaş	verb	746.818
ulaşım	noun	78.102
ulcan	noun	0.003
ulcay	noun	0.044
ulema	noun	5.863
ulemalık	noun	0.003
ultramodern	noun	0.087
ultrason	noun	5.665
ultraviyole	noun	2.498
ulu	noun	9.841
ulualp	noun	0.011
uluant	noun	0.008
ulubaş	noun	0.185
ulubay	noun	0.267
ulubek	noun	0.003
uluberk	noun	0.003
ulubey	noun	0.773
uluborlu	noun	0.348
uluca	noun	0.152
ulucami	noun	0.691
ulucan	noun	2.076
uluç	noun	13.553
uluçağ	noun	0.003
uluçam	noun	0.405
uluçkan	noun	0.003
uludağ	noun	18.135
uludere	noun	0.71
uludoğan	noun	0.106
uluer	noun	0.62
uluerkan	noun	0.005
ulufe	noun	0.626
ulufeci	noun	0.003
ulufer	noun	0.15
uluğ	noun	2.454
uluğbay	noun	3.989
uluğbey	noun	0.15
uluhan	noun	0.147
uluhiyet	noun	0.103
ulukaan	noun	0.003
ulukan	noun	0.441
ulukaya	noun	0.476
ulukışla	noun	0.713
ulukut	noun	0.12
ulula	verb	0.087
ululuk	noun	0.046
ulum	noun	0.242
uluman	noun	0.033
ulumeriç	noun	0.008
ulun	noun	0.237
ulunay	noun	0.258
uluöz	noun	0.035
ulus	noun	96.291
ulusal	adj	261.04
ulusallık	noun	0.019
ulusan	noun	0.122
ulusçu	noun	0.174
ulusçuluk	noun	0.016
uluslararası	adj	609.841
uluslararasıcı	noun	0.109
uluslararasıcılık	noun	0.003
uluslu	adj	0.038
ulusoy	noun	50.178
ulussever	adj	0.033
ulusseverlik	noun	0.005
ulusu	noun	1.502
uluşahin	noun	0.15
uluşan	noun	0.087
ulutan	noun	0.033
ulutaş	noun	1.227
ulutay	noun	0.003
ulutekin	noun	0.044
ulutürk	noun	0.201
ulvi	adj	4.601
ulviye	noun	0.367
ulviyet	noun	0.117
ulya	noun	0.087
um	verb	101.641
uma	noun	1.902
umacı	noun	0.098
umaç	noun	0.136
umak	noun	0.003
uman	noun	0.337
umar	noun	56.918
umarsız	adj	0.005
umay	noun	0.999
umberto	noun	1.769
umde	noun	0.28
umdu	noun	0.063
umman	noun	2.188
umran	noun	0.411
umre	noun	2.378
umu	noun	2.794
umum	pron	2.435
umumhane	noun	0.128
umumi	adj	10.5
umumiyet	noun	0.522
umumiyetle	adv	0.046
umur	noun	10.799
umural	noun	0.003
umuralp	noun	0.003
umurbay	noun	0.003
umurbey	noun	0.185
umursa	verb	9.969
umursamaz	adj	1.924
umursamazca	adv	0.082
umursamazlık	noun	0.057
umut	noun	248.347
umutlan	verb	1.001
umutlu	noun	0.03
umutsuz	adj	0.016
un	noun	64.525
unakıtan	noun	70.571
unan	noun	0.133
unat	noun	0.495
uncu	noun	6.282
unesco	noun	9.379
ungan	noun	0.076
unıcef	noun	5.583
united	noun	17.468
unkapanı	noun	2.658
unla	verb	0.773
uno	noun	0.96
unsur	noun	146.385
unut	verb	324.806
unutkan	adj	4.457
unutkanlık	noun	0.34
unutma	noun	0.416
unutmabeni	noun	0.014
unvan	noun	48.616
unvanlı	adj	0.087
upı	noun	0.204
ups	noun	1.276
upuygun	adj	0.005
upuzun	adj	2.296
ur	noun	5.072
urağan	noun	0.005
ural	noun	6.737
uralp	noun	0.003
uraltan	noun	0.008
uraltay	noun	0.003
uram	noun	0.011
uran	noun	0.305
uranüs	noun	2.356
uranyum	noun	12.524
uras	noun	6.789
uray	noun	0.152
uraz	noun	1.208
uraza	noun	0.003
urba	noun	0.237
urbalı	adj	0.008
urban	noun	1.913
urbanizm	noun	0.003
urduca	adj	0.185
urfa	noun	10.992
urfalı	noun	0.922
urgan	noun	1.369
urgancı	noun	0.139
urgun	noun	0.019
urhan	noun	0.468
urı	noun	0.054
urkan	noun	0.038
urla	noun	2.193
uruguay	noun	6.914
uruguaylı	noun	0.065
uruk	noun	0.125
urun	noun	0.822
urundu	noun	0.005
urungu	noun	0.027
urup	noun	0.049
uruş	noun	0.133
uruz	noun	0.114
us	noun	21.824
usa	noun	4.44
usal	noun	0.484
usalan	noun	0.016
usalp	noun	0.019
usame	noun	23.895
usan	verb	6.748
usanç	noun	0.152
usandırıcı	adj	0.005
usare	noun	0.21
usaş	noun	0.952
usbay	noun	0.003
usberk	noun	0.003
usbey	noun	0.003
usçu	adj	0.019
usd	noun	8.963
user	noun	1.265
ushan	noun	0.011
uskan	noun	0.264
uskumru	noun	1.322
uskur	noun	0.21
uskurlu	adj	0.005
uskuru	noun	0.019
uslamla	verb	0.087
uslan	verb	1.271
uslu	adj	14.246
uslucan	noun	0.011
usluer	noun	0.563
usman	noun	0.313
ussal	adj	0.495
ussallık	noun	0.011
usta	noun	85.03
ustabaş	noun	0.925
ustaca	adj	3.899
ustalık	noun	10.331
ustaoğlu	noun	2.038
ustura	noun	0.985
usturlap	noun	0.093
usturmaça	noun	0.046
usturuplu	adj	0.552
usuk	noun	0.005
usul	noun	132.898
usulca	adv	3.009
usulcacık	adv	0.136
usuldan	adv	0.117
usullacık	adv	0.003
usulsüz	adj	0.035
usulsüzlük	noun	0.014
usum	noun	0.008
usun	noun	0.253
usunbike	noun	0.003
uşak	noun	11.055
uşaklık	noun	0.082
uşkun	noun	0.014
uşşak	noun	0.389
ut	verb	1.105
ut	noun	0.204
ut	noun	1.684
utah	noun	9.82
utan	verb	37.423
utanç	noun	19.549
utandırıcı	adj	0.024
utangaç	adj	4.996
utangaçlık	noun	0.139
utangan	adj	0.003
utanmaz	adj	1.35
utanmazca	adj	0.112
utanmazlık	noun	0.003
utarit	noun	0.076
utkan	noun	0.903
utku	noun	5.11
utlu	adj	0.022
utman	noun	0.019
uü	noun	0.593
uvertür	noun	0.732
uy	verb	229.97
uyak	noun	0.675
uyaklı	adj	0.011
uyan	verb	97.709
uyanık	adj	18.235
uyanıker	noun	0.027
uyanıklık	noun	0.223
uyanış	noun	0.122
uyar	verb	177.305
uyaralp	noun	0.008
uyaran	adj	0.794
uyarcı	noun	0.005
uyarel	noun	0.046
uyarer	noun	0.014
uyarı	noun	176.277
uyarıcı	adj	0.06
uyarıcılık	noun	0.003
uyarım	noun	1.524
uyarınca	postp	0.631
uyarla	verb	34.065
uyarlama	noun	2.397
uyarlayıcı	noun	0.024
uyarlık	noun	0.427
uyartı	noun	0.204
uydu	noun	51.555
uyduluk	noun	0.003
uydur	verb	0.58
uydurma	noun	0.027
uydurmaca	adj	0.106
uydurmacı	noun	0.008
uydurmasyon	adj	0.057
uyduruk	adj	2.936
uydurukçu	adj	0.071
uydurukçuluk	noun	0.005
uygan	noun	0.079
uygar	adj	47.27
uygarlık	noun	0.667
uygu	noun	6.794
uygula	verb	690.267
uygulama	noun	592.006
uygulamalı	adj	0.022
uygulanabilirlik	noun	2.277
uygulanış	noun	0.411
uygulayıcı	noun	4.816
uygulayım	noun	0.038
uygun	adj	503.314
uygunel	noun	0.003
uyguner	noun	0.093
uygunluk	noun	0.332
uygunsuz	adj	0.424
uygunsuzluk	noun	0.014
uygur	noun	10.375
uyguralp	noun	0.011
uygurca	noun	0.264
uyku	noun	98.471
uykucu	noun	0.196
uykulu	adj	0.027
uykuluk	noun	0.019
uykusuz	adj	0.12
uykusuzluk	noun	0.06
uylaş	verb	0.008
uylaşım	noun	0.011
uyluk	noun	1.175
uyma	noun	0.288
uymaz	adj	0.348
uyruk	noun	21.011
uyruklu	adj	1.053
uyrukluk	noun	0.098
uysal	noun	6.005
uysalca	adv	0.019
uysallık	noun	0.033
uytun	noun	0.022
uyu	verb	72.753
uyukla	verb	2.299
uyum	noun	245.885
uyumlu	adj	0.133
uyumluluk	noun	0.005
uyumsuz	adj	0.038
uyuntu	adj	0.014
uyur	adj	4.949
uyurgezer	adj	1.17
uyurgezerlik	noun	0.199
uyuş	verb	26.746
uyuşkan	adj	0.003
uyuşmazlık	noun	1.05
uyuşturucu	noun	76.557
uyuşuk	adj	1.807
uyuşukluk	noun	0.057
uyuşum	noun	0.305
uyutucu	adj	0.011
uyuyuş	noun	0.003
uyuz	noun	1.679
uyuzluk	noun	0.011
uz	noun	4.87
uza	verb	263.856
uzadıya	dup	1.758
uzak	adj	372.277
uzakdoğu	noun	16.453
uzaklaş	verb	2.713
uzaklık	noun	15.411
uzaksa	verb	0.34
uzalp	noun	0.011
uzam	noun	0.751
uzan	noun	46.962
uzanım	noun	0.239
uzantı	noun	18.556
uzat	verb	1.037
uzatım	noun	2.133
uzay	noun	92.82
uzaylı	adj	0.318
uzaysal	adj	0.212
uzbay	noun	0.087
uzcan	noun	0.014
uzel	noun	2.998
uzer	noun	4.936
uzgören	adj	0.117
uzgörür	adj	0.027
uzhan	noun	0.014
uzkan	noun	0.014
uzlaş	verb	125.075
uzlaşı	noun	9.118
uzlaşıcı	noun	0.005
uzlaşım	noun	0.286
uzlaşma	noun	0.25
uzlaşmacı	noun	0.12
uzlaşmacılık	noun	0.041
uzlaşmaz	adj	1.379
uzlaştırıcı	noun	0.005
uzlet	noun	0.226
uzluk	noun	0.008
uzman	noun	368.759
uzmanlık	noun	0.365
uzmen	noun	0.054
uzo	noun	0.707
uzsan	noun	0.003
uzsoy	noun	0.022
uztan	noun	0.005
uztaş	noun	0.003
uztav	noun	0.003
uztay	noun	0.003
uztekin	noun	0.008
uztürk	noun	0.041
uzun	adj	671.939
uzunca	adj	1.401
uzunçalar	noun	0.193
uzuneşek	noun	0.044
uzunköprü	noun	0.928
uzunkuyruk	noun	0.008
uzunlamasına	adv	0.775
uzunluk	noun	18.126
uzuv	noun	3.246
uzvi	adj	0.027
uzviyet	noun	0.071
übeyd	noun	0.024
übeyde	noun	0.022
übeydullah	noun	0.049
übeyt	noun	0.005
ücra	adj	4.185
ücret	noun	363.837
ücretli	adj	9.474
ücretsiz	adj	0.193
üç	adj	823.823
üçayak	noun	0.147
üçboyutlu	adj	0.212
üçe	noun	0.264
üçel	noun	0.171
üçer	adj	9.131
üçgen	noun	16.137
üçgül	noun	0.082
üçışık	noun	0.12
üçkağıt	noun	1.526
üçkağıtçı	noun	1.072
üçkağıtçılık	noun	0.046
üçkardeş	noun	0.09
üçkök	noun	0.019
üçle	verb	5.499
üçleme	noun	0.852
üçler	noun	0.201
üçlü	noun	3.967
üçlük	adj	0.291
üçok	noun	1.984
üçpınar	noun	0.207
üçtaş	noun	0.044
üçteker	noun	0.003
üçük	noun	0.011
üçüncü	adj	279.414
üçüncül	adj	0.272
üçüncülük	noun	0.944
üçüz	adj	2.234
üçyıldız	noun	0.065
üdeba	noun	0.027
üds	noun	1.856
üf	ınterj	0.375
üfe	noun	4.508
üfle	verb	8.372
üfleç	noun	0.022
üflemeli	adj	0.054
üfleyici	noun	0.033
üftade	noun	0.082
üfür	verb	0.808
üfürük	noun	0.699
üfürükçü	noun	0.076
üge	noun	0.046
ügü	noun	0.019
üke	noun	0.669
ülen	noun	0.299
üleş	verb	0.288
ülez	noun	0.003
ülfer	noun	0.008
ülfet	noun	0.283
ülgen	noun	2.756
ülgenalp	noun	0.044
ülgener	noun	0.307
ülger	noun	0.297
ülgü	noun	0.038
ülgür	noun	1.23
ülke	noun	2319.592
ülkem	noun	2.86
ülken	noun	1.265
ülkenur	noun	0.003
ülker	noun	36.702
ülkerspor	noun	24.297
ülkesel	adj	0.726
ülkesellik	noun	0.003
ülkü	noun	27.296
ülkücü	noun	1.575
ülküdaş	noun	0.365
ülkühan	noun	0.005
ülkülü	noun	0.008
ülküm	noun	0.112
ülkümen	noun	0.656
ülküsel	noun	0.052
ülküye	noun	0.117
ülmen	noun	0.011
ülser	noun	6.223
ültimatom	noun	4.623
ülüş	noun	0.027
ümera	noun	0.073
ümit	noun	100.332
ümitlen	verb	1.216
ümitli	adj	0.079
ümitsiz	adj	0.011
ümmet	noun	6.394
ümmetçe	adv	0.014
ümmetçi	adj	0.101
ümmetçilik	noun	0.003
ümmi	adj	0.479
ümmilik	noun	0.003
ümmiye	noun	0.027
ümmühan	noun	0.471
ümniye	noun	0.011
ümran	noun	1.461
ümraniye	noun	17.063
ümük	noun	0.207
ün	noun	91.141
ünal	noun	47.487
ünalan	noun	0.566
ünaldı	noun	0.688
ünalmış	noun	0.269
ünalp	noun	0.065
ünay	noun	0.073
ündeş	adj	0.014
ünek	noun	0.016
üner	noun	4.432
üngören	noun	0.008
üngörmüş	noun	0.005
üngün	noun	0.057
üngür	noun	0.014
üniforma	noun	11.06
üniformalı	adj	0.112
üniformasız	adj	0.003
ünik	adj	0.046
ünite	noun	43.803
üniter	adj	7.776
üniversal	adj	0.92
üniversalizm	noun	0.008
üniversite	noun	783.615
üniversiteli	noun	5.921
ünkan	noun	0.008
ünkaya	noun	0.068
ünle	verb	6.394
ünlem	noun	0.724
ünlen	noun	0.052
ünlü	noun	328.294
ünlüer	noun	0.188
ünlülü	adj	0.003
ünlüol	noun	0.005
ünlüsoy	noun	0.131
ünsaç	noun	0.011
ünsal	noun	22.477
ünsan	noun	0.024
ünsay	noun	0.024
ünsel	noun	0.065
ünsev	noun	0.003
ünseven	noun	0.011
ünsever	noun	0.014
ünsevin	noun	0.003
ünsi	noun	0.016
ünsiyet	noun	0.169
ünsoy	noun	0.033
ünsüz	noun	0.506
üntürk	noun	0.016
ünügür	noun	0.03
ünüvar	noun	1.488
ünver	noun	3.358
ünverdi	noun	0.131
ünveren	noun	0.054
ünvermiş	noun	0.016
ünyay	noun	0.019
ünzile	noun	0.207
ürat	noun	0.147
ürdün	noun	30.06
ürdünlü	noun	0.253
üre	verb	511.525
ürek	noun	1.502
ürem	noun	2.952
üremi	noun	0.166
üremik	adj	0.016
üren	noun	0.759
üresin	noun	0.109
üreteç	noun	0.756
üretici	adj	0.618
üreticilik	noun	0.003
üretim	noun	436.386
üretimev	noun	0.008
üretimsel	adj	0.011
üretken	adj	13.164
üretkenlik	noun	0.327
ürgün	noun	0.014
ürgüp	noun	4.492
ürk	verb	6.274
ürkek	adj	6.002
ürkekçe	adv	0.125
ürkeklik	noun	0.063
ürkmez	noun	1.189
ürkü	noun	0.166
ürkün	noun	0.014
ürkünç	adj	0.863
ürküntü	noun	0.835
ürküt	verb	16.342
ürkütücü	adj	0.242
ürkütücülük	noun	0.005
ürmegül	noun	0.003
ürolog	noun	1.26
üroloji	noun	3.156
ürolojik	adj	0.283
ürpek	noun	0.011
ürper	verb	9.893
ürperiş	noun	0.003
ürperti	noun	1.358
ürpertici	adj	0.128
ürtiker	noun	0.999
ürü	verb	1.069
ürün	noun	541.199
ürünay	noun	0.005
üründü	noun	0.166
üründübay	noun	0.003
üründül	noun	0.775
ürünlü	adj	0.003
ürüş	verb	0.005
üryan	adj	0.403
üryani	noun	0.019
üs	noun	73.004
üsera	noun	0.022
üsgen	noun	0.003
üsküdar	noun	23.99
üsküf	noun	0.016
üsküp	noun	3.88
üsküre	noun	0.022
üslen	verb	2.079
üslup	noun	39.774
üslupçu	noun	0.019
üsluplu	adj	0.011
üslupsuz	adj	0.008
üst	noun	573.479
üstad	noun	4.764
üstadane	adv	0.003
üstat	noun	7.956
üstatça	adv	0.003
üstatlık	noun	0.016
üstay	noun	0.509
üstçavuş	noun	0.498
üste	adv	0.095
üsteğmen	noun	3.926
üsteğmenlik	noun	0.005
üstek	noun	0.035
üstel	adj	0.958
üstele	verb	1.801
üstelik	adv	128.123
üsten	verb	0.857
üstenci	noun	1.235
üstencilik	noun	0.003
üster	noun	0.433
üstlen	verb	130.525
üstlenim	noun	0.016
üstlü	adj	0.005
üstlük	noun	1.224
üstsubay	noun	0.024
üstsüz	adj	0.014
üstten	adv	1.608
üstübeç	noun	0.03
üstün	adj	149.71
üstünbay	noun	0.003
üstündağ	noun	3.948
üstüner	noun	0.422
üstüngü	noun	0.005
üstünkörü	adv	0.707
üstünlük	noun	0.052
üstünova	noun	0.109
üstünse	verb	0.024
üstünsoy	noun	1.339
üstüpü	noun	0.035
üstüvane	noun	0.03
üstüvani	adj	0.003
üstyapı	noun	1.779
üstyapısal	adj	0.033
üş	verb	1.268
üşen	verb	4.617
üşengeç	adj	0.351
üşengeçlik	noun	0.027
üşengen	adj	0.008
üşü	verb	11.76
üşüntü	noun	0.005
üşür	verb	0.805
üşüş	verb	1.564
üşütücü	noun	0.003
üşütük	noun	0.098
üt	verb	1.143
ütopik	adj	1.739
ütopist	noun	0.033
ütopya	noun	6.054
ütopyacı	noun	0.071
ütü	noun	5.918
ütücü	noun	0.188
ütüle	verb	2.373
ütülü	adj	0.008
üvendire	noun	0.014
üvey	adj	10.486
üveyik	noun	0.248
üveys	noun	0.163
üvez	noun	0.193
üye	noun	1280.63
üyelik	noun	0.541
üz	verb	151.158
üzek	noun	0.008
üzengi	noun	0.332
üzengile	verb	0.003
üzengili	adj	0.005
üzenti	noun	0.003
üzer	noun	1922.022
üzere	postp	721.048
üzeri	noun	39.804
üzerlik	noun	0.131
üzeyir	noun	3.779
üzgü	noun	1.246
üzgün	adj	26.112
üzgünlük	noun	0.005
üzlük	noun	0.003
üzücü	adj	0.697
üzüm	noun	32.103
üzümcü	noun	0.234
üzümlü	adj	0.03
üzümsü	adj	0.035
üzünç	noun	0.109
üzüntü	noun	52.651
üzüntülü	adj	0.147
vaat	noun	40.832
vaaz	noun	5.834
vabeste	adj	0.046
vacibe	noun	0.014
vacide	noun	0.024
vacip	adj	0.784
vacit	noun	0.052
vade	noun	266.805
vadeli	adj	1.769
vadesiz	adj	0.008
vadet	verb	3.896
vadi	noun	49.971
vadolun	verb	0.003
vafi	noun	0.038
vafir	noun	0.008
vaftiz	noun	2.332
vaftizhane	noun	0.049
vagon	noun	10.772
vagonet	noun	0.022
vah	noun	5.717
vaha	noun	2.718
vahamet	noun	2.28
vahap	noun	2.441
vahdaniyet	noun	0.03
vahdet	noun	0.892
vahdettin	noun	3.616
vahi	adj	3.183
vahibe	noun	0.003
vahide	noun	0.063
vahim	adj	22.306
vahip	noun	0.033
vahit	noun	5.191
vahittin	noun	0.011
vahiy	noun	3.687
vahşet	noun	12.17
vahşi	adj	21.636
vahşice	adv	1.399
vahşilik	noun	0.049
vahşiyane	adv	0.033
vahvahlan	verb	0.022
vahyolun	verb	0.076
vaiz	noun	2.74
vaizlik	noun	0.011
vajina	noun	6.816
vaka	noun	53.947
vakanüvis	noun	0.166
vakanüvislik	noun	0.014
vakar	noun	1.276
vakarlı	adj	0.008
vakayiname	noun	0.024
vaketa	noun	0.014
vakfe	noun	0.299
vakfet	verb	1.083
vakfıkebir	noun	0.609
vakfiye	noun	1.058
vakıa	noun	1.341
vakıf	noun	1.252
vakıfbank	noun	12.93
vakıfname	noun	0.03
vaki	adj	2.449
vakit	noun	126.615
vakitli	adj	0.071
vakkas	noun	0.552
vakko	noun	3.94
vakla	verb	0.035
vaks	noun	0.697
vaktinde	adv	0.008
vaktiyle	adv	0.063
vakum	noun	2.759
vakumla	verb	0.34
vakumlu	adj	0.011
vakur	adj	1.284
vakvak	noun	0.131
vakvakla	verb	0.011
vala	noun	1.344
valaşan	noun	0.003
vale	noun	1.067
valencia	noun	10.726
valf	noun	1.08
vali	noun	142.005
valide	noun	0.629
valilik	noun	58.082
valiz	noun	4.857
vallahi	noun	18.872
valör	noun	5.178
vals	noun	1.219
vamık	noun	0.239
vamıka	noun	0.003
vamp	noun	0.482
vampir	noun	4.802
van	noun	104.846
vana	noun	3.801
vanadyum	noun	0.052
vandal	noun	0.482
vandalizm	noun	0.618
vandallık	noun	0.014
vanilya	noun	3.502
vanlı	noun	0.669
vanspor	noun	2.628
vantilatör	noun	1.194
vantrilok	noun	0.03
vantuz	noun	0.305
vapur	noun	24.118
var	adj	3223.069
varagele	noun	0.019
varak	noun	1.028
varaka	noun	0.539
varakçı	noun	0.005
varakla	verb	0.003
varaklı	adj	0.005
varakpare	noun	0.022
varal	noun	0.079
varan	adj	15.517
varda	ınterj	0.171
vardacı	noun	0.03
vardakosta	noun	0.005
vardar	noun	7.346
vardiya	noun	6.089
vardiyacı	noun	0.011
vareste	adj	0.552
vargel	noun	0.163
vargı	noun	1.173
vargın	noun	0.122
varış	noun	0.865
varışlı	adj	0.003
varidat	noun	0.631
varide	noun	0.005
varil	noun	34.087
varis	noun	2.732
varit	adj	0.34
variyet	noun	0.041
varlık	noun	239.164
varlıklı	adj	0.068
varna	noun	1.126
varol	noun	4.993
varoluş	noun	9.411
varoluşçu	noun	0.539
varoluşçuluk	noun	0.046
varoş	noun	8.941
varsağı	noun	0.065
varsay	verb	23.56
varsayım	noun	19.672
varsayımlı	adj	0.003
varsayımsal	adj	0.21
varsıl	adj	1.107
varsıllık	noun	0.024
varşova	noun	4.699
varta	noun	0.824
varto	noun	0.952
varyant	noun	1.194
varyasyon	noun	2.898
varyemez	adj	0.133
varyete	noun	0.37
vasat	noun	9.077
vasati	adj	0.199
vasektomi	noun	0.046
vasfi	noun	0.835
vasfiye	noun	0.46
vasıf	noun	24.341
vasıflan	verb	0.071
vasıflı	adj	0.022
vasıfsızlık	noun	0.003
vasıl	noun	0.261
vasıla	noun	0.008
vasıta	noun	36.043
vasıtalı	adj	0.005
vasıtasıyla	adv	0.071
vasi	noun	1.276
vasilik	noun	0.033
vasistas	noun	0.022
vasiyet	noun	9.02
vasiyetname	noun	1.736
vassaf	noun	0.473
vaşak	noun	0.286
vat	noun	1.192
vatan	noun	77.67
vatandaş	noun	370.925
vatandaşlık	noun	29.668
vatani	adj	2.729
vatanperver	adj	1.257
vatanperverlik	noun	0.044
vatansever	adj	9.191
vatanseverlik	noun	0.106
vatansız	adj	0.016
vatikan	noun	16.456
vatka	noun	0.329
vatlık	adj	0.005
vatman	noun	0.177
vatoz	noun	0.669
vaveyla	noun	0.261
vay	ınterj	14.611
vaz	noun	4.729
vazelin	noun	0.503
vazelinle	verb	0.019
vazet	verb	0.726
vazgeç	verb	172.699
vazgeçir	verb	4.976
vazıh	adj	0.084
vazife	noun	21.283
vazifelendir	verb	0.084
vazifeli	adj	0.073
vazifeşinas	adj	0.065
vaziyet	noun	20.681
vazo	noun	4.693
vazolun	verb	0.038
vcd	noun	12.41
ve	conj	24242.92
veba	noun	3.371
vebal	noun	3.888
vebalı	adj	0.038
veca	noun	0.019
vecahet	noun	0.003
vecdet	noun	0.239
vecdi	noun	6.253
vechi	noun	0.302
vechiye	noun	0.011
vecibe	noun	2.196
vecih	noun	0.15
vecihe	noun	0.226
vecihi	noun	0.574
vecit	noun	0.016
veciz	adj	1.956
vecize	noun	2.057
vect	noun	0.65
vectra	noun	1.477
veçhe	noun	0.969
veda	noun	46.413
vedalaş	verb	4.566
vedat	noun	22.986
vedi	noun	0.201
vedia	noun	0.073
vedide	noun	0.022
vedit	noun	0.008
vefa	noun	16.693
vefai	noun	0.038
vefakar	adj	0.784
vefakarlık	noun	0.008
vefalı	adj	0.065
vefasız	adj	0.065
vefasızlık	noun	0.003
vefat	noun	27.69
vefi	noun	0.005
vefia	noun	0.003
vefik	noun	1.347
vefika	noun	0.003
vefki	noun	0.011
vegas	noun	4.974
vehbi	noun	9.401
vehbiye	noun	0.008
vehim	noun	2.479
vehip	noun	0.06
vehmet	verb	0.892
vejetalin	noun	0.003
vejetaryen	noun	2.767
vejetaryenlik	noun	0.011
vejetasyon	noun	0.514
vekalet	noun	17.098
vekaleten	adv	6.296
vekaletname	noun	2.764
vekil	noun	76.878
vekilharç	noun	0.177
vekillik	noun	0.512
vektör	noun	2.574
veladet	noun	0.035
velayet	noun	4.816
velayetname	noun	0.019
veledizina	noun	0.005
velespit	noun	0.054
velet	noun	1.048
velev	conj	0.533
velhasıl	adv	4.323
velhasılıkelam	adv	0.033
veli	noun	51.92
veliaht	noun	4.737
veliahtlık	noun	0.011
velican	noun	0.046
velidedeoğlu	noun	1.132
velilik	noun	0.003
velinimet	noun	0.653
velioğlu	noun	2.158
velit	noun	0.267
veliye	noun	0.528
veliyullah	noun	0.019
